PitchType,Batter,HomePlate_X,HomePlate_Y,Zone,hit_location,bb_type,balls,strikes,spray_angle,adjusted_spray_angle,x_loc,y_loc,launch_speed,launch_angle,play,swing,babip_value,woba_value,woba_denom
Slider,Right,-0.10000000000000001,0.90000000000000002,2,,,3,1,,,,,,,0,1,,,
Curve,Right,0.59999999999999998,-0.59999999999999998,11,,,2,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.1000000000000001,1.8,6,,,2,0,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.2,1.8,12,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.2,2,14,,,0,0,,,,,,,0,0,,,
Curve,Left,0.69999999999999996,-0.59999999999999998,11,2,,2,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-1.3,1.6000000000000001,2,,,2,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.2,1.3999999999999999,11,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3,1.8,12,,,1,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.5,4,,,1,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.2,1.5,11,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3,1.7,5,2,,2,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Right,-1.3,1.5,11,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.2,1.5,11,,,0,2,,,,,,,0,0,,,
Slider,Right,0,1.1000000000000001,12,,,0,2,,,,,,,0,1,,,
Slider,Right,-0.40000000000000002,1.3,9,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.5,1.3,2,,,1,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.3,1.5,1,,,1,1,,,,,,,0,1,,,
Changeup,Left,-1.3,1,7,,,1,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.3,1.3,11,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3,1.7,4,2,,3,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-1.3,1.5,5,,,3,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.5,1.6000000000000001,4,,,3,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.2,1.3999999999999999,13,,,2,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.2,11,,,1,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3,1.5,2,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.2,1.3999999999999999,11,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3,1.6000000000000001,4,7,Line Drive,1,0,-35.5,35.5,-177.69999999999999,252.09999999999999,97,20,1,1,0,0,1
Four-Seam Fastball,Left,-1.5,1.6000000000000001,11,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.5,5,2,,3,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-0.59999999999999998,1.3999999999999999,12,,,2,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.7,14,,,1,2,,,,,,,0,0,,,
Curve,Left,0.90000000000000002,-1.3,2,,,1,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.3,12,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.5,8,,,0,0,,,,,,,0,1,,,
Changeup,Left,-1.3999999999999999,0.59999999999999998,14,,,3,2,,,,,,,0,0,0,0.69999999999999996,1
Four-Seam Fastball,Left,-0.80000000000000004,1.3999999999999999,12,,,2,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.6000000000000001,11,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.59999999999999998,1.3999999999999999,5,,,1,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.2,4,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.1000000000000001,9,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1,1.1000000000000001,5,6,Ground Ball,0,0,-29.5,-29.5,-58.600000000000001,107.40000000000001,82,-21,1,1,0,0,1
Curve,Left,1.1000000000000001,-0.80000000000000004,3,6,Popup,1,1,-11.9,11.9,-38.299999999999997,188.59999999999999,74,59,1,1,0,0,1
Changeup,Left,-1.3,0.5,4,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.3999999999999999,12,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.5,5,7,Line Drive,1,1,-30.399999999999999,-30.399999999999999,-143.5,248.30000000000001,109,8,1,1,1,0.90000000000000002,1
Slider,Right,0.10000000000000001,1.1000000000000001,14,,,0,1,,,,,,,0,0,,,
Curve,Right,1,-1.2,8,,,0,0,,,,,,,0,0,,,
Curve,Right,0.80000000000000004,-0.80000000000000004,14,1,Line Drive,2,2,14.6,14.6,12.300000000000001,45.100000000000001,83,7,1,1,0,0,1
Curve,Right,0.5,-0.69999999999999996,12,,,1,2,,,,,,,0,0,,,
Slider,Right,0,0.90000000000000002,14,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1,1.6000000000000001,6,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.1000000000000001,1.5,3,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1,1.7,4,6,Line Drive,0,0,-21.300000000000001,-21.300000000000001,-45.899999999999999,122.59999999999999,90,5,1,1,0,0,1
Slider,Left,-0.10000000000000001,0.69999999999999996,11,,,3,2,,,,,,,0,0,0,0.69999999999999996,1
Four-Seam Fastball,Left,-0.80000000000000004,1.3,11,,,3,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.59999999999999998,1.2,4,,,3,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.3,11,,,2,0,,,,,,,0,0,,,
Slider,Left,0.20000000000000001,0.90000000000000002,14,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.3999999999999999,11,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.5,6,6,Line Drive,0,2,-19.899999999999999,19.899999999999999,-42.200000000000003,121.3,66,14,1,1,0,0,1
Four-Seam Fastball,Left,-1.1000000000000001,1.1000000000000001,1,,,0,2,,,,,,,0,1,,,
Curve,Left,1,-0.80000000000000004,14,,,0,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1,1.3999999999999999,12,,,0,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.6000000000000001,6,,,0,1,,,,,,,0,0,,,
Slider,Left,0.10000000000000001,0.59999999999999998,6,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.5,2,2,,1,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-0.90000000000000002,1.3,11,,,0,2,,,,,,,0,0,,,
Curve,Left,1.1000000000000001,-1,14,,,0,1,,,,,,,0,1,,,
Curve,Left,1.1000000000000001,-0.90000000000000002,6,,,0,0,,,,,,,0,0,,,
Changeup,Left,-1,0.90000000000000002,13,6,Ground Ball,0,0,-11.1,11.1,-23.100000000000001,125.09999999999999,61,1,1,1,0,0,1
Curve,Right,0.90000000000000002,-0.90000000000000002,4,2,,2,2,,,,,,,0,0,0,0,1
Four-Seam Fastball,Right,-1,1.5,5,,,2,1,,,,,,,0,1,,,
Slider,Right,0.10000000000000001,0.69999999999999996,9,,,2,0,,,,,,,0,1,,,
Slider,Right,0.10000000000000001,0.80000000000000004,14,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.6000000000000001,2,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.3999999999999999,6,9,Fly Ball,1,0,36.200000000000003,-36.200000000000003,192.19999999999999,263.5,102,48,1,1,0,0,1
Four-Seam Fastball,Left,-1,1.5,14,,,0,0,,,,,,,0,0,,,
Curve,Right,0.90000000000000002,-0.69999999999999996,14,8,Fly Ball,1,2,-4.5,-4.5,-26.899999999999999,358.69999999999999,89,23,1,1,0,0,1
Four-Seam Fastball,Right,-0.80000000000000004,1.1000000000000001,11,,,1,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.2,5,,,1,0,,,,,,,0,1,,,
Slider,Right,0.10000000000000001,1,14,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1,1.2,2,7,Ground Ball,1,0,-28.300000000000001,-28.300000000000001,-114.40000000000001,216.5,94,-11,1,1,1,0.90000000000000002,1
Slider,Right,0.29999999999999999,0.80000000000000004,9,,,0,0,,,,,,,0,0,,,
Slider,Right,0.10000000000000001,0.59999999999999998,14,7,Fly Ball,1,2,-28.5,-28.5,-99.200000000000003,186.09999999999999,89,39,1,1,0,0,1
Slider,Right,-0.20000000000000001,0.80000000000000004,14,,,0,2,,,,,,,0,0,,,
Curve,Right,0.80000000000000004,-0.69999999999999996,9,,,0,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.69999999999999996,1,4,,,0,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.8,3,,,0,1,,,,,,,0,1,,,
Curve,Right,0.69999999999999996,-0.90000000000000002,1,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.3999999999999999,3,9,Line Drive,3,2,40.5,-40.5,199.80000000000001,234.30000000000001,87,19,1,1,1,0.90000000000000002,1
Four-Seam Fastball,Left,-0.80000000000000004,1.7,12,,,2,2,,,,,,,0,0,,,
Slider,Left,0.20000000000000001,0.90000000000000002,14,,,1,2,,,,,,,0,0,,,
Slider,Left,0.20000000000000001,0.59999999999999998,12,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.3,11,,,0,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.6000000000000001,5,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.3999999999999999,5,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.6000000000000001,3,2,,1,2,,,,,,,0,0,0,0,1
Four-Seam Fastball,Left,-0.69999999999999996,1.8,3,,,1,1,,,,,,,0,1,,,
Slider,Left,0.29999999999999999,0.80000000000000004,12,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.7,6,,,0,0,,,,,,,0,0,,,
Changeup,Left,-1.3,0.40000000000000002,4,9,Line Drive,3,1,45.200000000000003,-45.200000000000003,253,252.09999999999999,87,13,1,1,1,1.25,1
Slider,Left,0.20000000000000001,1,14,,,2,1,,,,,,,0,0,,,
Curve,Left,0.29999999999999999,-0.80000000000000004,14,,,1,1,,,,,,,0,0,,,
Slider,Left,0.20000000000000001,0.90000000000000002,12,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.3999999999999999,6,,,0,0,,,,,,,0,0,,,
Changeup,Left,-1.5,0.80000000000000004,13,4,Ground Ball,1,1,14.9,-14.9,35.100000000000001,130.19999999999999,90,-17,1,1,1,0.90000000000000002,1
Four-Seam Fastball,Left,-1,1.8,14,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.3,1,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.1000000000000001,1.3999999999999999,2,6,Ground Ball,2,1,-18.399999999999999,-18.399999999999999,-40.899999999999999,127.7,85,-6,1,1,0,0,1
Four-Seam Fastball,Right,-0.80000000000000004,1.3999999999999999,13,,,1,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.3,13,,,0,1,,,,,,,0,0,,,
Curve,Right,1,-0.90000000000000002,5,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.5,1.7,6,2,,3,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-0.69999999999999996,1.1000000000000001,4,,,3,2,,,,,,,0,1,,,
Slider,Left,0,0.80000000000000004,14,,,2,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.3999999999999999,1,,,2,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.3999999999999999,5,,,2,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1,1.6000000000000001,4,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.5,11,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.6000000000000001,12,4,Ground Ball,1,2,34.899999999999999,-34.899999999999999,69.400000000000006,99.700000000000003,75,-34,1,1,0,0,1
Four-Seam Fastball,Left,-1.3,1.5,11,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.2,1.6000000000000001,5,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.2,1.3999999999999999,6,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.2,1.5,11,,,3,2,,,,,,,0,0,0,0.69999999999999996,1
Four-Seam Fastball,Right,-1.5,1.8,2,,,3,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.6000000000000001,1.7,11,,,2,2,,,,,,,0,0,,,
Slider,Right,-0.59999999999999998,0.90000000000000002,14,,,2,1,,,,,,,0,1,,,
Slider,Right,-0.10000000000000001,0.80000000000000004,11,,,1,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3,1.8,3,,,1,0,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.3,1.6000000000000001,3,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3,1.7,11,2,,0,2,,,,,,,0,1,0,0,1
Curve,Right,0.59999999999999998,-0.80000000000000004,6,,,0,1,,,,,,,0,1,,,
Curve,Right,0.69999999999999996,-0.80000000000000004,2,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.5,1.6000000000000001,2,8,Fly Ball,1,0,10.699999999999999,10.699999999999999,55.399999999999999,290.10000000000002,85,34,1,1,0,0,1
Four-Seam Fastball,Right,-1.5,1.6000000000000001,11,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.2,1.5,5,6,Popup,0,0,-30.199999999999999,30.199999999999999,-91.5,160.69999999999999,89,62,1,1,0,0,1
Changeup,Left,-1.3,1.3,11,2,,1,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-1.2,1.5,3,,,1,1,,,,,,,0,1,,,
Changeup,Left,-1.6000000000000001,1,14,,,0,1,,,,,,,0,0,,,
Changeup,Left,-1.5,0.80000000000000004,8,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3999999999999999,1.3999999999999999,12,2,,0,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-1.2,1.7,3,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.3999999999999999,1.5,2,,,0,0,,,,,,,0,1,,,
Changeup,Right,-1.3999999999999999,0.20000000000000001,11,,,0,2,,,,,,,0,0,0,0.69999999999999996,1
Four-Seam Fastball,Right,-1.5,1.2,12,,,0,2,,,,,,,0,1,,,
Slider,Right,0,0.90000000000000002,12,,,0,2,,,,,,,0,1,,,
Slider,Right,-0.10000000000000001,1,11,,,0,1,,,,,,,0,1,,,
Slider,Right,-0.40000000000000002,1,3,,,0,0,,,,,,,0,1,,,
Curve,Right,1,-0.80000000000000004,5,7,Fly Ball,1,1,-25.100000000000001,-25.100000000000001,-109.3,236.80000000000001,89,48,1,1,0,0,1
Curve,Right,1,-0.5,12,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.5,1.8,2,,,0,0,,,,,,,0,1,,,
Changeup,Left,-1.8,0.69999999999999996,4,4,Ground Ball,2,1,22.5,-22.5,42.799999999999997,102.3,54,-51,1,1,0,0,1
Curve,Left,0.80000000000000004,-0.80000000000000004,3,,,1,1,,,,,,,0,0,,,
Changeup,Left,-1.8,1.3,9,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.7,4,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.5,1.6000000000000001,5,4,Line Drive,0,0,23.5,23.5,52.899999999999999,121.3,83,12,1,1,0,0,1
Curve,Right,0.90000000000000002,-1,1,2,,1,2,,,,,,,0,0,0,0,1
Four-Seam Fastball,Right,-1.2,1.3999999999999999,12,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.2,1.5,11,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.2,1.6000000000000001,3,,,0,0,,,,,,,0,0,,,
Changeup,Right,-1.7,0.80000000000000004,6,1,Ground Ball,1,2,-32.700000000000003,-32.700000000000003,-10.5,19.800000000000001,82,-21,1,1,0,0,1
Changeup,Right,-1.7,0.59999999999999998,4,,,1,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.3999999999999999,1.5,11,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.5,1.6000000000000001,11,,,0,0,,,,,,,0,0,,,
Curve,Left,0.69999999999999996,-0.80000000000000004,6,4,Ground Ball,0,1,29.699999999999999,-29.699999999999999,60.5,106.09999999999999,92,3,1,1,0,0,1
Curve,Left,0.59999999999999998,-0.90000000000000002,2,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.5,2,2,,2,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-0.90000000000000002,1.3999999999999999,12,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.2,1.7,12,,,1,1,,,,,,,0,0,,,
Changeup,Left,-1.2,0.69999999999999996,13,,,0,1,,,,,,,0,0,,,
Slider,Left,0.10000000000000001,1,6,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.5,11,,,3,0,,,,,,,0,0,0,0.69999999999999996,1
Four-Seam Fastball,Left,-1,1.3,11,,,2,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.7,14,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3,1.7,14,,,0,0,,,,,,,0,0,,,
Slider,Right,0.10000000000000001,0.80000000000000004,12,2,,2,2,,,,,,,0,1,0,0,1
Curve,Right,0.5,-0.59999999999999998,12,,,2,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.2,1.5,12,,,2,2,,,,,,,0,1,,,
Changeup,Right,-1.3999999999999999,0.5,11,,,2,2,,,,,,,0,1,,,
Slider,Right,0,1,12,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.1000000000000001,1.5,12,,,1,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1,1.3999999999999999,3,,,1,0,,,,,,,0,1,,,
Curve,Right,0.69999999999999996,-0.69999999999999996,11,,,0,0,,,,,,,0,0,,,
Curve,Right,0.80000000000000004,-0.90000000000000002,6,2,,0,2,,,,,,,0,0,0,0,1
Changeup,Right,-1.7,0.80000000000000004,1,,,0,1,,,,,,,0,0,,,
Curve,Right,0.59999999999999998,-0.69999999999999996,6,,,0,0,,,,,,,0,0,,,
Changeup,Left,-1.8999999999999999,0.59999999999999998,13,4,Ground Ball,0,2,29.399999999999999,-29.399999999999999,54.100000000000001,95.900000000000006,82,-21,1,1,0,0,1
Curve,Left,0.40000000000000002,-0.59999999999999998,14,,,0,2,,,,,,,0,1,,,
Slider,Left,0,1,12,,,0,1,,,,,,,0,1,,,
Slider,Left,-0.10000000000000001,1.1000000000000001,3,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.2,1.5,7,5,Ground Ball,2,2,-41.600000000000001,-41.600000000000001,-61.100000000000001,71.799999999999997,109,-1,1,1,0,0,1
Curve,Right,0.5,-0.59999999999999998,8,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.1000000000000001,1.5,11,,,1,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.5,1.1000000000000001,11,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.2,1.7,5,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.6000000000000001,5,2,,2,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Right,-1.1000000000000001,1.5,1,,,2,1,,,,,,,0,1,,,
Curve,Right,0.69999999999999996,-0.69999999999999996,11,,,1,1,,,,,,,0,0,,,
Curve,Right,0.59999999999999998,-0.59999999999999998,14,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.1000000000000001,1.8,4,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.2,1.2,11,8,Fly Ball,0,2,-1.8,-1.8,-6.7000000000000002,253.30000000000001,72,27,1,1,1,0.90000000000000002,1
Changeup,Right,-1.7,0.59999999999999998,2,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.3,1.8999999999999999,1,,,0,0,,,,,,,0,0,,,
Slider,Left,0.10000000000000001,1,12,3,Line Drive,0,1,37.899999999999999,-37.899999999999999,69.400000000000006,89.599999999999994,99,8,1,1,0,0,1
Slider,Left,-0.20000000000000001,0.80000000000000004,12,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.2,1.5,6,2,,0,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-1.5,1.6000000000000001,3,,,0,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.5,1.6000000000000001,2,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.3,1.6000000000000001,4,,,0,0,,,,,,,0,0,,,
Curve,Left,0.40000000000000002,-0.80000000000000004,14,9,Fly Ball,0,2,37.700000000000003,-37.700000000000003,159.30000000000001,206.40000000000001,75,28,1,1,0,0,1
Four-Seam Fastball,Left,-1.3,1.7,12,,,0,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.2,1.7,11,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.3,1.5,5,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.2,1.6000000000000001,11,7,Fly Ball,3,2,-21.899999999999999,-21.899999999999999,-87.700000000000003,222.90000000000001,79,41,1,1,0,0,1
Four-Seam Fastball,Right,-1.3,1.7,8,,,3,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.3,1.8,6,,,3,0,,,,,,,0,0,,,
Slider,Right,-0.10000000000000001,0.69999999999999996,11,,,2,0,,,,,,,0,0,,,
Slider,Right,0,0.80000000000000004,14,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.2,1.5,12,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3,1.6000000000000001,6,6,Ground Ball,1,1,-14.300000000000001,-14.300000000000001,-32,131.5,101,-15,1,1,0,0,1
Four-Seam Fastball,Right,-1.3999999999999999,1.6000000000000001,11,,,1,0,,,,,,,0,1,,,
Curve,Right,0.5,-0.69999999999999996,12,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3,1.7,6,8,Ground Ball,1,0,6.7000000000000002,6.7000000000000002,32.600000000000001,269.80000000000001,81,7,1,1,1,0.90000000000000002,1
Four-Seam Fastball,Right,-1.3,1.8,12,,,0,0,,,,,,,0,0,,,
Changeup,Left,-1.3,1.1000000000000001,4,9,Fly Ball,0,1,36,-36,197.30000000000001,272.39999999999998,93,38,1,1,0,0,1
Four-Seam Fastball,Left,-1.1000000000000001,1.6000000000000001,7,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.59999999999999998,1.2,6,3,Ground Ball,1,1,48.299999999999997,-48.299999999999997,78.200000000000003,70.599999999999994,83,-5,1,1,0,0,1
Curve,Left,0.59999999999999998,-0.69999999999999996,4,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3,1.3999999999999999,11,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.5,1.7,2,2,,1,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-1.3,1.8,3,,,1,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.2,1.8,12,,,1,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.3,1.8,1,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3,1.8999999999999999,6,2,,2,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-1.3999999999999999,1.7,12,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.7,1,,,1,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.6000000000000001,12,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.7,6,,,0,0,,,,,,,0,0,,,
Changeup,Right,-1.5,0.80000000000000004,9,6,Ground Ball,0,2,-17.899999999999999,-17.899999999999999,-37.100000000000001,120,85,-8,1,1,0,0,1
Slider,Right,0,0.69999999999999996,6,,,0,2,,,,,,,0,1,,,
Slider,Right,-0.20000000000000001,0.59999999999999998,7,,,0,2,,,,,,,0,1,,,
Curve,Right,0.80000000000000004,-0.80000000000000004,4,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3,1.5,3,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.2,1.2,5,7,Fly Ball,0,0,-26.800000000000001,26.800000000000001,-152.40000000000001,305.39999999999998,92,24,1,1,0,0,1
Four-Seam Fastball,Right,-1.3999999999999999,1.3999999999999999,11,6,Ground Ball,3,2,-19,-19,-38.299999999999997,116.2,72,-3,1,1,0,0,1
Four-Seam Fastball,Right,-0.90000000000000002,1.3999999999999999,11,,,3,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.2,1.6000000000000001,8,,,3,2,,,,,,,0,1,,,
Slider,Right,-0.40000000000000002,1.1000000000000001,14,,,2,2,,,,,,,0,0,,,
Curve,Right,0.59999999999999998,-0.80000000000000004,4,,,2,2,,,,,,,0,1,,,
Slider,Right,0.10000000000000001,0.69999999999999996,8,,,2,1,,,,,,,0,1,,,
Changeup,Right,-1.8999999999999999,0.59999999999999998,14,,,1,1,,,,,,,0,0,,,
Changeup,Right,-1.7,0.80000000000000004,14,,,0,1,,,,,,,0,0,,,
Curve,Right,0.90000000000000002,-0.80000000000000004,5,,,0,0,,,,,,,0,0,,,
Slider,Right,0.10000000000000001,0.80000000000000004,5,3,Popup,3,2,63.899999999999999,63.899999999999999,149.19999999999999,74.299999999999997,80,69,1,1,0,0,1
Four-Seam Fastball,Right,-1,1.6000000000000001,12,,,2,2,,,,,,,0,0,,,
Slider,Right,0.10000000000000001,1,14,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3,1.5,2,,,1,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.2,1.8,12,,,0,1,,,,,,,0,0,,,
Slider,Right,0,0.80000000000000004,6,,,0,0,,,,,,,0,1,,,
Slider,Right,-0.10000000000000001,1,6,4,Popup,0,0,55.600000000000001,55.600000000000001,160.59999999999999,111.2,71,53,1,1,0,0,1
Four-Seam Fastball,Left,-1.2,1.3999999999999999,11,2,,1,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-1.1000000000000001,1.8999999999999999,3,,,1,1,,,,,,,0,1,,,
Changeup,Left,-1.5,0.29999999999999999,11,,,1,0,,,,,,,0,1,,,
Curve,Left,0.90000000000000002,-1.2,11,,,0,0,,,,,,,0,0,,,
